"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
brief;190904;;"Sviluppare strumenti per potenziare la memoria umana";;"Il progetto RECALL, finanziato dall’UE, studia modi di usare la tecnologia per estendere la memoria umana, per esempio inserendo dati presi da banche di memoria personale appositamente costruite in schermi e altre interfacce per riprodurle e ricordare alle persone informazioni fondamentali di eventi nel passato recente o remoto.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2017-01-18 16:43:42";http://cordis.europa.eu/result/rcn/190904_it.html
brief;190904;;"Tools zur Verbesserung des menschlichen Gedächtnisvermögens";;"Im Rahmen des EU-finanzierten Projekts RECALL sind Wege erforscht worden, um die Technologie für eine Verbesserung des menschlichen Gedächtnisvermögens zu verwenden. Dies beispielsweise über die Einspeisung von Daten von zweckgebauten Speicherbanken auf Bildschirme oder sonstige Schnittstellen, um wichtige Informationen von Ereignissen in der nahen oder fernen Vergangenheit wiederzugeben und um Menschen an diese zu erinnern.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2017-01-18 16:43:40";http://cordis.europa.eu/result/rcn/190904_de.html
project;189044;MAMMOET;"MAssive MiMO for Efficient Transmission";619086;"The Internet of the future will to a large extent rely on mobile networks. Mobile data grew with 70% in 2012 and is predicted to grow 13-fold in the next 5 years. This puts very high demands on the development of mobile access technology. MAMMOET will advance the development ...";FP7-ICT;2014-01-01;2016-12-31;en;en;"2017-01-04 22:56:58";http://cordis.europa.eu/project/rcn/189044_en.html
project;109897;TERASEL;"Thermoplastically deformable circuits for embedded randomly shaped electronics";611439;"The overall aim of the TERASEL project is the development, the industrial implementation and the application in a wide range of domains of large area, cost-effective, randomly shaped electronics and sensor circuit technologies. More specifically the TERASEL objectives are the...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2017-01-16 22:56:13";http://cordis.europa.eu/project/rcn/109897_en.html
project;110829;DOREMI;"Decrease of cOgnitive decline, malnutRition and sedEntariness by elderly empowerment in lifestyle Management and social Inclusion";611650;"According to the UCD Institute of Food and Health, 3 are the most notable health promotion and disease prevention programs that target the main causes of morbidity and premature mortality: Malnutrition, Sedentariness, and Cognitive decline, conditions that affect the quality ...";FP7-ICT;2013-11-01;2016-10-31;en;en;"2017-01-05 23:02:44";http://cordis.europa.eu/project/rcn/110829_en.html
brief;190775;;"Aplicaciones y dispositivos inteligentes para envejecer con salud";;"El Instituto UCD de Alimentación y Salud advierte de que el declive cognitivo, la malnutrición y el sedentarismo son las principales causas de morbilidad y mortalidad prematura entre los más mayores. En este sentido, los juegos cognitivos, las redes de sensores, los sistemas de localización y otros sistemas inteligentes desarrollados en el proyecto DOREMI podrían resultar útiles para combatir estos males.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-12-20 18:13:07";http://cordis.europa.eu/result/rcn/190775_es.html
brief;190775;;"Smart devices and applications for healthy ageing";;"The UCD Institute of Food and Health tells us that cognitive decline, malnutrition and sedentariness are the main causes of morbidity and premature mortality in older people. However, cognitive games, sensor networks, location systems and other smart devices developed under the DOREMI project could help counter these evils.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-12-20 18:13:06";http://cordis.europa.eu/result/rcn/190775_en.html
brief;190775;;"Des applications et des appareils intelligents pour vieillir en bonne santé";;"Pour l'UCD Institute of Food and Health, la malnutrition et la sédentarité sont les principales causes de morbidité et de mortalité prématurée chez les personnes âgées. Cependant, les jeux cognitifs, les réseaux de capteurs, les systèmes de localisation et les autres dispositifs intelligents développés dans le cadre du projet DOREMI pourraient aider à lutter contre ces fléaux.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-12-20 18:13:07";http://cordis.europa.eu/result/rcn/190775_fr.html
brief;190775;;"Inteligentne urządzenia i aplikacje na rzecz zdrowego starzenia się";;"Pracownicy Instytutu Żywności i Ochrony Zdrowia przy UCD w Dublinie podają, że spadek funkcji poznawczych, niedożywienie i siedzący tryb życia są głównymi przyczynami zachorowalności i przedwczesnej śmierci u osób starszych. Gry poznawcze, sieci czujników, systemy lokalizacji i inne inteligentne urządzenia opracowane w ramach projektu DOREMI mogą jednak pomóc przeciwdziałać tym zagrożeniom.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-12-20 18:13:08";http://cordis.europa.eu/result/rcn/190775_pl.html
brief;190775;;"Dispositivi intelligenti e applicazioni per un invecchiamento in buona salute";;"L’UCD Institute of Food and Health riferisce che il declino cognitivo, la malnutrizione e la sedentarietà rappresentano le cause principali di morbilità e morte prematura nelle persone anziane. I giochi cognitivi, le reti di sensori, i sistemi di localizzazione e altri dispositivi intelligenti sviluppati nell’ambito del progetto DOREMI potrebbero tuttavia contribuire a contrastare tali problemi.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-12-20 18:13:08";http://cordis.europa.eu/result/rcn/190775_it.html
brief;190775;;"Intelligente Geräte und Anwendungen für ein gesundes Altern";;"Laut dem UCD Institute of Food and Health sind der Abbau kognitiver Fähigkeiten, eine Fehlernährung und Bewegungsarmut die Hauptursachen für Morbidität und vorzeitige Mortalität bei älteren Menschen. Die kognitiven Spiele, Sensornetze, Lokalisierungssysteme und andere im Zuge des Projekts DOREMI entwickelte intelligent Vorrichtungen könnten dabei behilflich sein, diese Übel zu bekämpfen.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-12-20 18:13:00";http://cordis.europa.eu/result/rcn/190775_de.html
project;111128;HAIRS;"Hybrid Architecture for quantum Information using Rydberg ensembles and Superconductors";612862;"We propose to solve the long-standing problem of coupling quantum states in atoms to solid-state quantum devices. The realization of such a quantum interface represents a major breakthrough for information science, as it enables the development of a powerful hybrid architectu...";FP7-ICT;2014-02-01;2017-01-31;en;en;"2017-01-09 22:55:36";http://cordis.europa.eu/project/rcn/111128_en.html
project;110905;SEQUOIA;"Energy efficient Silicon transmittEr using heterogeneous integration of III-V QUantum dOt and quantum dash materIAls";619626;"Silicon photonics is a powerful way to combine the assets of integrated photonics and CMOS technologies. The SEQUOIA project intends to make significant new advances in silicon photonic integrated circuits by heterogeneously integrating novel III-V materials, namely quantum d...";FP7-ICT;2013-10-01;2017-09-30;en;en;"2017-01-03 22:55:53";http://cordis.europa.eu/project/rcn/110905_en.html
project;109699;GROWTHCOM;"GROWTH AND INNOVATION POLICY-MODELLING:  APPLYING NEXT GENERATION TOOLS, DATA, AND ECONOMIC COMPLEXITY IDEAS";611272;"In the wake of the financial crisis one of the major challenges faced by policymakers in Europe and around the world is re-kindling economic growth and innovation. Recent research portrays economic growth as a process of evolution of ecosystems of technologies and industrial ...";FP7-ICT;2013-10-01;2016-09-30;en;en;"2017-01-05 23:03:54";http://cordis.europa.eu/project/rcn/109699_en.html
project;110902;Miraculous-Life;"Miraculous-Life for Elderly Independent Living";611421;"The main aim of the Miraculous-Life project is to design, develop and evaluate an innovative user-centric technological solution, the Virtual Support Partner (VSP), attending to the elder (65+) daily activity and safety needs, while the elder goes about his normal daily life....";FP7-ICT;2013-12-01;2016-11-30;en;en;"2017-01-05 22:59:25";http://cordis.europa.eu/project/rcn/110902_en.html
project;192030;SpeedUp_Europe;"Speed UP! Europe";632858;"SpeedUp!Europe is an disruptive end-to-end acceleration and support program to foster entrepreneurial education, innovation and ramp-Up to finance\tembedded in the European Commission Future Internet-PublicPrivatePartnership Program under the 7th framework,\trelated to Futu...";FP7-ICT;2014-06-01;2016-05-31;en;en;"2017-01-13 22:57:12";http://cordis.europa.eu/project/rcn/192030_en.html
project;106795;MULTI;"MULTI-valued and parallel molecular logic";317707;"MULTI replaces the familiar sequential model of computation that uses Boolean variables and combinational gates by logic operations that are executed in parallel on devices that have a built-in many state memory and whose inputs and outputs are multivalued. MULTI seeks to des...";FP7-ICT;2012-09-01;2016-02-29;en;en;"2017-01-07 22:57:39";http://cordis.europa.eu/project/rcn/106795_en.html
project;108228;"MD PAEDIGREE";"Model-Driven European Paediatric Digital Repository";600932;"MD-Paedigree is a clinically-led VPH project that addresses both the first and the second actions of part B of Objective ICT-2011.5.2:1. it enhances existing disease models stemming from former EC-funded research (Health-e-Child and Sim-e-Child) and from industry and academia...";FP7-ICT;2013-03-01;2017-02-28;en;en;"2017-01-09 22:56:25";http://cordis.europa.eu/project/rcn/108228_en.html
project;100699;INTERACTION;"training and monitoring of daily-life physical INTERACTION with the environment after stroke";287351;"Continuous daily-life monitoring of the functional activities of stroke survivors in their physical interaction with the environment is essential for optimal guidance of rehabilitation therapy by medical professionals and coaching of the patient. Such performance information ...";FP7-ICT;2011-11-01;2015-01-31;en;en;"2016-04-01 18:35:27";http://cordis.europa.eu/project/rcn/100699_en.html
project;106296;CASSTING;"Collective Adaptive System SynThesIs with Non-zero-sum Games";601148;"CASSTING will develop a novel approach for analysing and designing collective adaptive systems in their totality, by setting up a game theoretic framework. Here components are viewed as players, their behaviour is captured by strategies, system runs are plays, and specificati...";FP7-ICT;2013-04-01;2016-04-30;en;en;"2016-04-11 12:17:55";http://cordis.europa.eu/project/rcn/106296_en.html
project;101724;SCC-Computing;"Strategic collaboration with China on super-computing based on Tianhe-1A";287746;"In 2010, the TOP500 project, which ranks and details the 500 (most powerful known computer systems in the world since the year of 1993, announced that the world's most powerful computer system is Tianhe 1A in China (http://en.wikipedia.org/wiki/TOP500). This project aims at e...";FP7-ICT;2012-01-01;2013-12-31;en;en;"2016-04-01 21:14:08";http://cordis.europa.eu/project/rcn/101724_en.html
project;85399;Quasimodo;"Quantitative System Properties in Model-Driven Design of Embedded Systems";214755;"Characteristic for embedded systems is that they have to meet a multitude of quantitative constraints.<br/>These constraints involve the resources that a system may use (computation resources, power consumption, memory usage, communication bandwidth, costs, etc.), assumptions...";FP7-ICT;2008-01-01;2011-04-30;en;en;"2016-04-11 15:27:34";http://cordis.europa.eu/project/rcn/85399_en.html
